45c2bfe,Kevin Hou,9 months ago,Added YouTube icon and link to landing page and blog header.
0dc3fc0,Kevin Hou,9 months ago,Updated blog post on Jekyll with El Capitan
b990af5,Kevin Hou,9 months ago,Added new blog post on using Jekyll with OS X 10.11
bb4d5a6,Kevin Hou,9 months ago,Added bookmark desktop icon
26a5562,Kevin Hou,9 months ago,Fixed OSX 10.11 Jekyll bug.
7a75ab6,Kevin Hou,9 months ago,Functioning contact page
5159a1f,Kevin Hou,9 months ago,Added contact page and react library to blog.
19c1567,Kevin Hou,9 months ago,Reformatted header nav-bar. Added contact link
1ddec05,Kevin Hou,9 months ago,Added YouTube link to blog footer.
b2af8d6,Kevin Hou,9 months ago,Added new blog post on Loupe - Javascript callstack visualization.
77ea17a,Kevin Hou,9 months ago,Changed some minor formatting issues.
2080d38,Kevin Hou,9 months ago,Changed favicon to vector image.
c18a948,Kevin Hou,9 months ago,Updated the build.
17924a9,Kevin Hou,10 months ago,Minor style changes. Slowly integrating the color scheme in.
d2851f4,Kevin Hou,10 months ago,Modified a blog post.
dc2a201,Kevin Hou,10 months ago,Changed the site font to Proxima Nova
2daa56c,Kevin Hou,10 months ago,Checking build.
5835e97,Kevin Hou,10 months ago,No real changes. Checking build.
64610c3,Kevin Hou,10 months ago,No real changes
6b5a33a,Kevin Hou,10 months ago,Added rest of the wix blog posts. Added logo to header on blog and on landing page.
6123742,Kevin Hou,10 months ago,Updated Flickr address.
910a128,Kevin Hou,10 months ago,Added favicon. Used personal logo.
f834b7b,Kevin Hou,10 months ago,Decreased background image sizes to allow for faster loading.
a4eb323,Kevin Hou,10 months ago,No real changes. Checking build.
965555d,Kevin Hou,10 months ago,No real changes.
875effd,Kevin Hou,10 months ago,Decreased the file size and resolution of some background images.
bc0839c,Kevin Hou,10 months ago,Fixed school profile link on the landing page.
cbf7f0e,Kevin Hou,10 months ago,Added featured posts back-end and front-end.
76c9f59,Kevin Hou,10 months ago,No real changes.
e9a861b,Kevin Hou,10 months ago,Finished adding school profile icon.
6a15881,Kevin Hou,10 months ago,In the process of adding the school profile ot the list of external links.
d2fa951,Kevin Hou,10 months ago,Added Google Analytics script code to every page in website.
a23fff8,Kevin Hou,10 months ago,No real changes.
f43ec3f,Kevin Hou,10 months ago,Previous commit fixed the linking problem.
01a33af,Kevin Hou,10 months ago,Still fixing bug with the links.
c76f67a,Kevin Hou,10 months ago,Fixed links in browse by category/tag pages.
9788ee7,Kevin Hou,10 months ago,Changed the way the links are built for 'Browse all Categories'.
f5e36a5,Kevin Hou,10 months ago,Might have fixed bug in browse by category links.
0512096,Kevin Hou,10 months ago,Added list of recent posts on all major index pages.
f436a33,Kevin Hou,11 months ago,Standardized github, flickr, LinkedIn urls using _config.yml file.
b7a1664,Kevin Hou,11 months ago,Added bold-italics class. Added <em> and <strong>.
cc2775f,Kevin Hou,11 months ago,Added italics font.
2148aa0,Kevin Hou,11 months ago,Added bold font.
f66db75,Kevin Hou,11 months ago,Functioning browse all tags/categories pages. Links to correct browse by tag/category page.
3a3d76e,Kevin Hou,11 months ago,Added index page for browse by tag. Now lists out all existing tags.
3b7cba2,Kevin Hou,11 months ago,Added browse by category index. Lists out all the different categories.
d6c3f71,Kevin Hou,11 months ago,No real changes.
82ebfc6,Kevin Hou,11 months ago,Working links on blog by category/tag
8a22839,Kevin Hou,11 months ago,Build page to push to master.
6bf19ab,Kevin Hou,11 months ago,Added two new background images.
e33935e,Kevin Hou,11 months ago,Added a div placeholder for browse by category and browse by tag.
87abce7,Kevin Hou,11 months ago,Added a second column to display recent posts and featured posts.
db82d5e,Kevin Hou,11 months ago,Slightly altered nav bar
d731ec8,Kevin Hou,11 months ago,No real changes.
eacc5e4,Kevin Hou,11 months ago,Changed the highlight type in the CSS Filters and Effects blog post.
065c070,Kevin Hou,11 months ago,Removed the twitter icon from the project portfolio link in the footer.
a371b6a,Kevin Hou,11 months ago,Added button on post page to allow you to return to the main blog index page.
8f5cfc3,Kevin Hou,11 months ago,Tag and category pages now work. Changed the posts page to link to the respective tag/category pages. Restructured the way tags and categories are organized.
571ac52,Kevin Hou,11 months ago,Added new category: computer. New tag: OSX. New post: Cropping Square...Preview
94d8a88,Kevin Hou,11 months ago,Added project portfolio to the blog footer.
a9b4844,Kevin Hou,11 months ago,Changed some font sizes on the blog index page.
257b79e,Kevin Hou,11 months ago,Added new blog post: CSS Filters and Affects
99d4347,Kevin Hou,11 months ago,No real changes. Experimented with the position of the header.
70537b7,Kevin Hou,11 months ago,No real changes.
3af97b2,Kevin Hou,11 months ago,Resized the home icon.
01e88c9,Kevin Hou,11 months ago,Added home icon to blog header.
54ec27e,Kevin Hou,11 months ago,Resolved overlap issue between my CSS and Bootstrap on landing page.
eefee97,Kevin Hou,11 months ago,Added bootstrap tooltips on landing page as well as blog header.
9571d52,Kevin Hou,11 months ago,Added quick external links to the landing page.
52ba6e7,Kevin Hou,11 months ago,Added working nav bar on blog page. Added some new icon png's.
734790a,Kevin Hou,11 months ago,Added some common icon png's.
efd5a34,Kevin Hou,11 months ago,Should have been no real changes.
31958d4,Kevin Hou,11 months ago,Resized online sandwich ordering machine background.
47d3bff,Kevin Hou,11 months ago,Added another background image: Online_Sandwich_Ordering_Machine.jpg
dc98f76,Kevin Hou,11 months ago,Added grey tint to profile about. Makes the text more readable and pleasable to the eye. Minor tweak that imporves UX.
5e5d998,Kevin Hou,11 months ago,Adjusted profile about transparency. Makes it look more like glass and makes text more readable.
dd8b578,Kevin Hou,11 months ago,Added flipping profile picture. Icons and profile picture now both interactive.
71b58d5,Kevin Hou,11 months ago,Icon buttons on landing page now have hover effect. Shows a label when hovering over icon.
c34e2fa,Kevin Hou,11 months ago,Trying to add hover effect to landing page icons.
df82e2f,Kevin Hou,11 months ago,Added landing page icon buttons and icon pictures in source files. Changed icon color to white. Recropped profile to center my head. Changed font color to white and changed font to defaultFont for entire site.
9793042,Kevin Hou,11 months ago,Changed the site font.
ac8d7a0,Kevin Hou,11 months ago,Added bootstrap to blog folder
93daf4a,Kevin Hou,11 months ago,No real changes.
d90bfdb,Kevin Hou,11 months ago,CSS3 entry animation on landing page: fade in
18bc62e,Kevin Hou,11 months ago,No real changes.
49152ee,Kevin Hou,11 months ago,Added new photos to background slideshow.
846d8e5,Kevin Hou,11 months ago,No real changes.
b0ff7dc,Kevin Hou,11 months ago,Added seconds to the new post template.
2e1d95e,Kevin Hou,11 months ago,Changed new post template.
804500a,Kevin Hou,11 months ago,Changed the font of the blog.
7536bee,Kevin Hou,11 months ago,Added custom sass file for blog directory
9d55e40,Kevin Hou,11 months ago,Style changes to the blog homepage.
9df5f86,Kevin Hou,11 months ago,Added post: Using Javascript Variables...ReactJS
41eeaae,Kevin Hou,11 months ago,Added more blog posts. Last imported: Quick, Short If/Then Statement.
93fddcf,Kevin Hou,11 months ago,Added CSS3 Animation... post
fd6f768,Kevin Hou,11 months ago,Added another blog post: Common React Issues...
9ddddf9,Kevin Hou,11 months ago,Added category and tag pages. Removed the list of tags and categories from the header.
a233e47,Kevin Hou,11 months ago,Added many blog posts from my wix website. Last blog post ported was the Salesforce Internship introduction.
b506bcb,Kevin Hou,11 months ago,Minor formatting on transparencies. Added a new image.
e346f4c,Kevin Hou,11 months ago,Added some new background images. Turned the shuffle back on.
3c54313,Kevin Hou,11 months ago,Decreased the background picture file sizes. Hopefully will decrease the render time on background images.
94a5483,Kevin Hou,11 months ago,Slideshow animation looks a lot cleaner. Added background behind background so it looks like it's sliding and replacing.
28a920d,Kevin Hou,11 months ago,Moved profile box up on page.
ac27b53,Kevin Hou,11 months ago,Style changes to the landing page. Added transparent box around name and profile pic.
d455434,Kevin Hou,11 months ago,Added new backgrounds. Can shuffle background image order now.
645cea7,Kevin Hou,11 months ago,Changed timing on slideshow slightly.
7a8f43d,Kevin Hou,11 months ago,Added transition to slideshow. Smooth animation with opacity changes.
caab726,Kevin Hou,11 months ago,Added slideshow in background. Preloads images.
ae4cc8f,Kevin Hou,11 months ago,Backgrounds can now cycle. Minor style changes to landing page.
0f656cd,Kevin Hou,11 months ago,Added profile picture. Cropped background image.
4958c17,Kevin Hou,11 months ago,Added background image to landing page.
afb6dd9,Kevin Hou,11 months ago,Added CSS style sheet called landingPage.css
2353b24,Kevin Hou,11 months ago,No real changes
61a5081,Kevin Hou,11 months ago,Started adding media. React works. Starting to construct the landing page.
0db811c,Kevin Hou,11 months ago,Cleaning up file merges
dcdde75,Kevin Hou,11 months ago,Bare bones tag and category system using reference: 'http://www.minddust.com/post/tags-and-categories-on-github-pages/'. Very useful post. Very useful to look at his source code. Everything works with the backend.
03dde30,Kevin Hou,11 months ago,Added tags to Jekyll with help of blog post by Charlie Parker.
26a3a8c,Kevin Hou,11 months ago,Changed page title for root index.html
cb38404,Kevin Hou,11 months ago,Wrote first blog post. Changed some minor things in the config.yml file. Added landing page link for ease of access.
4ad9bad,Kevin Hou,11 months ago,Last update with Seimith
90f9a0c,Kevin Hou,11 months ago,Added jekyll blog
65c9e0e,Kevin Hou,11 months ago,Bare bones landing page
a690d74,Kevin Hou,11 months ago,Clean slate
c4c38e5,Kevin Hou,11 months ago,Settup blog
1f68e7a,Kevin Hou,11 months ago,Playing around with github pages in iTerm 2. Just started using oh-my-zsh
3438cda,Kevin Hou,12 months ago,Installed Jekyll and added a blog called bloggity
b2a46d1,Kevin Hou,12 months ago,Added node_modules and attempted to get React up and running
5b33beb,Kevin Hou,12 months ago,Initial commit
